# Time in Gyr = 0.150
#        num          x          y           z          vx           vy           vz
      0.000      -3.722      -7.085       0.000     199.324    -104.052       0.000
      1.000       0.644      -7.340      -0.059     223.478       2.987       1.020
      2.000      -4.600      -6.753       0.210     185.811    -122.508     -24.374
      3.000      -0.003      -7.316      -0.219     225.148       0.120      -0.846
      4.000      -5.165      -6.461      -0.233     176.116    -140.429      20.431
      5.000      -0.460      -7.447      -0.207     224.107     -27.374      -4.328
      6.000      -3.781      -7.145      -0.040     199.095    -101.627      -2.515
      7.000      -3.044      -7.311       0.144     208.147     -78.434      12.155
      8.000      -3.840      -7.181      -0.101     198.885     -97.990      -9.846
      9.000       0.367      -7.285       0.365     223.067      -4.380      26.908
     10.000      -1.043      -7.296       0.306     223.816     -19.428      19.504
     11.000      -8.736      -3.682       1.224      94.638    -186.102      26.999
     12.000      -3.135      -7.282       0.135     206.934     -84.864      11.812
     13.000      -2.305      -7.417       0.116     215.353     -58.676       3.205
     14.000      -4.720      -6.724      -0.078     184.453    -126.777      19.669
     15.000      -4.697      -6.686      -0.022     184.715    -131.875     -12.081
     16.000      -2.637      -7.236       0.097     210.670     -74.387     -35.428
     17.000      -3.901      -6.983       0.049     196.961    -117.211       4.931
     18.000      -4.743      -6.439      -0.010     183.076    -146.816      -2.498
     19.000      -3.318      -7.314      -0.009     205.884     -76.988      -0.373
     20.000      -1.391      -7.281      -0.230     218.369     -58.006      46.512
     21.000      -1.919      -7.403       0.160     217.756     -61.759       7.060
     22.000      -5.491      -6.240       0.376     169.376    -147.729     -19.687
     23.000      -4.884      -6.986      -0.052     185.835    -105.022     -14.830
     24.000      -5.903      -6.243      -0.834     164.312    -135.511      19.182
     25.000      -8.539      -3.396       0.142      89.783    -207.587      -3.767
     26.000      -1.849      -7.401       0.218     218.310     -50.824      19.100
     27.000      -6.929      -5.358       0.150     139.556    -174.966     -10.593
     28.000      -3.869      -7.061      -0.158     197.402    -100.201      28.408
     29.000      -4.774      -6.549       0.269     182.140    -136.660     -22.398
     30.000       2.070      -6.746      -0.146     214.263      60.325       6.738
     31.000      -4.602      -7.033      -0.062     189.276    -104.397      -4.541
     32.000      -7.728      -5.213       0.597     126.400    -168.442      -9.246
     33.000      -5.806      -6.052      -1.058     163.577    -143.174      13.823
     34.000      -3.050      -7.186       0.006     206.913     -90.069      26.401
     35.000      -6.261      -5.899      -0.011     155.701    -161.992       5.463
     36.000      -0.881      -7.408       0.272     222.984     -30.691      12.975
     37.000      -5.421      -6.471       0.017     173.281    -142.409       3.318
     38.000      -1.673      -7.500       0.142     219.608     -47.903       3.623
     39.000      -1.496      -7.497      -0.087     220.438     -47.781      -1.608
     40.000      -2.056      -7.332       0.125     216.873     -53.171      30.133
     41.000      -6.709      -5.538       0.116     145.139    -171.024     -10.813
     42.000      -7.890      -4.767       0.601     118.133    -180.467      -6.083
     43.000      -2.536      -7.331      -0.131     212.513     -70.115     -23.045
     44.000      -2.432      -7.364      -0.209     214.795     -54.525     -15.222
     45.000      -0.035      -7.364      -0.253     224.721      -4.982      -3.309
     46.000       0.990      -7.033      -0.431     222.246      29.278     -10.303
     47.000       2.763      -6.572      -0.470     205.129      64.885      -0.230
     48.000      -2.531      -7.401       0.072     213.013     -69.448       2.463
     49.000      -4.392      -6.698       0.039     189.257    -133.278       7.896
     50.000      -4.058      -6.880      -0.111     193.669    -117.650      23.993
     51.000      -2.255      -7.371       0.220     216.379     -50.230      13.970
     52.000      -2.166      -7.375       0.192     216.128     -57.821      11.643
     53.000      -5.029      -6.669       0.254     179.868    -126.896     -22.990
     54.000      -1.334      -7.354       0.177     221.278     -66.935      22.323
     55.000      -4.168      -6.605      -0.229     191.008    -136.285      23.787
     56.000      -6.494      -5.858      -0.727     151.634    -153.087      14.230
     57.000      -1.544      -7.451       0.039     220.098     -59.326       0.709
     58.000      -2.315      -7.373       0.155     214.409     -72.237      19.741
     59.000      -5.550      -6.166       0.009     169.068    -154.669      -8.436
     60.000      -4.998      -6.705       0.145     180.677    -127.990     -20.668
     61.000      -6.207      -5.876       0.330     155.736    -160.221     -15.979
     62.000       0.104      -7.317       0.284     224.742      -0.942       4.765
