# Time in Gyr = 0.170
#        num          x          y           z          vx           vy           vz
      0.000       0.783      -7.961       0.000     223.901      21.817       0.000
      1.000       4.790      -5.943      -0.003     172.650     128.639       3.778
      2.000      -0.313      -8.091      -0.306     224.509      -5.333     -21.313
      3.000       4.232      -5.960      -0.088     183.408     130.941      12.412
      4.000      -0.994      -8.228       0.229     222.963     -28.756      20.550
      5.000       3.886      -6.659      -0.147     193.281     101.502       9.448
      6.000       0.594      -7.996      -0.058     224.499      19.570       0.984
      7.000       1.433      -7.630       0.260     221.603      48.577      -1.939
      8.000       0.547      -7.969      -0.207     224.883      22.666       0.454
      9.000       4.536      -6.063       0.609     178.217     119.693      -4.015
     10.000       3.397      -6.299       0.436     199.994     115.856      -8.075
     11.000      -5.930      -6.978       1.418     174.039    -128.116      -9.292
     12.000       1.362      -7.736       0.250     221.811      41.967      -1.611
     13.000       2.246      -7.265       0.093     215.564      74.134      -5.260
     14.000      -0.410      -8.168       0.292     224.613     -10.209      12.822
     15.000      -0.381      -8.231      -0.210     224.589     -15.185      -4.427
     16.000       1.884      -7.413      -0.539     217.557      57.206     -20.533
     17.000       0.470      -8.153       0.100     224.570       3.319      -0.309
     18.000      -0.480      -8.273      -0.045     224.879     -30.505      -0.581
     19.000       1.170      -7.613      -0.009     223.612      50.309       0.343
     20.000       3.070      -7.072       0.670     203.695      74.960      32.648
     21.000       2.628      -7.303       0.174     211.607      70.489      -5.777
     22.000      -1.472      -8.184      -0.134     220.903     -40.817     -26.580
     23.000      -0.574      -8.016      -0.273     226.570       8.916      -4.652
     24.000      -1.967      -8.022      -0.188     218.997     -35.022      41.942
     25.000      -5.718      -7.098       0.013     177.719    -142.742      -7.712
     26.000       2.635      -7.094       0.404     211.170      80.359      -2.370
     27.000      -3.291      -8.068      -0.103     208.650     -84.082     -11.912
     28.000       0.528      -7.877       0.395     224.649      22.379      20.718
     29.000      -0.520      -8.190      -0.247     223.982     -20.632     -23.160
     30.000       5.703      -4.228       0.065     130.669     178.478      10.866
     31.000      -0.297      -8.019      -0.103     226.314      11.249       1.016
     32.000      -4.357      -7.923       0.227     197.845     -90.239     -25.329
     33.000      -1.867      -7.988      -0.434     218.119     -42.300      45.293
     34.000       1.406      -7.734       0.433     221.117      36.613      11.966
     35.000      -2.450      -8.225       0.085     215.742     -64.604       3.248
     36.000       3.536      -6.667       0.320     198.390     100.777      -8.530
     37.000      -1.285      -8.317       0.063     222.377     -34.059       0.739
     38.000       2.847      -7.117       0.110     208.942      84.367      -6.418
     39.000       3.014      -7.106      -0.056     206.834      84.455       4.288
     40.000       2.406      -7.077       0.541     213.627      77.959       7.646
     41.000      -3.010      -8.123      -0.123     211.330     -77.898     -10.606
     42.000      -4.676      -7.739       0.289     192.911    -105.681     -23.357
     43.000       2.032      -7.424      -0.434     217.020      61.260      -3.716
     44.000       2.080      -7.146      -0.335     217.440      77.197       4.255
     45.000       4.254      -6.094      -0.142     183.870     125.651      12.916
     46.000       4.988      -5.114      -0.334     160.678     154.444      19.036
     47.000       6.138      -4.085      -0.191     116.900     171.053      24.875
     48.000       1.926      -7.514       0.067     218.101      58.936      -2.922
     49.000      -0.075      -8.230       0.145     225.028     -15.065       1.585
     50.000       0.329      -8.063       0.347     224.285       4.104      16.393
     51.000       2.303      -7.037       0.315     215.363      83.718      -5.819
     52.000       2.349      -7.209       0.265     214.302      74.219      -5.235
     53.000      -0.811      -8.151      -0.261     224.050     -14.126     -22.649
     54.000       3.142      -7.374       0.442     206.636      61.335       2.185
     55.000       0.164      -8.161       0.290     224.500     -15.179      22.106
     56.000      -2.723      -8.071      -0.207     213.286     -59.106      34.599
     57.000       2.936      -7.312       0.025     208.327      70.910      -1.902
     58.000       2.136      -7.541       0.390     216.227      54.984       1.820
     59.000      -1.513      -8.253      -0.135     221.544     -47.898      -4.436
     60.000      -0.837      -8.203      -0.271     223.902     -17.177     -16.832
     61.000      -2.264      -8.198      -0.104     216.736     -58.645     -22.335
     62.000       4.342      -5.981       0.181     181.516     128.669     -13.892
     63.000       2.937      -7.303       0.021     208.161      71.058      -1.343
     64.000      -2.657      -7.858       0.877     211.701     -82.393     -35.119
     65.000       0.000      -8.115      -0.198     223.831     -13.291     -33.811
     66.000       0.432      -8.140      -0.304     224.477       1.091      -8.515
