# Time in Gyr = 0.930
#        num          x          y           z          vx           vy           vz
      0.000       3.612       7.200       0.000    -200.099      99.685       0.000
      1.000      -4.009      -6.503      -0.060     187.023    -106.287       1.305
      2.000       6.993       4.424      -0.420    -116.129     186.581     -15.625
      3.000      -4.558      -5.698       0.053     176.832    -140.505     -13.281
      4.000       8.505      -0.752       0.038      20.460     217.312      23.418
      5.000      -7.565      -1.451       0.215      31.567    -216.263       4.149
      6.000       3.100       7.534      -0.060    -204.508      85.716      -0.526
      7.000      -2.064       7.782       0.145    -210.688     -58.539      12.226
      8.000       3.028       7.672       0.017    -202.071      84.188     -11.261
      9.000      -5.639      -5.221       0.304     145.873    -152.810      28.228
     10.000      -6.528      -2.798       0.450      95.012    -212.610       2.184
     11.000      -9.199      -2.216      -1.042      58.509    -200.534      37.649
     12.000      -0.633       7.988       0.075    -220.464     -18.604      13.359
     13.000      -5.980       5.019      -0.077    -137.134    -174.500      -5.906
     14.000       7.686       3.240       0.344     -84.023     203.924      -9.193
     15.000       8.075       2.471       0.163     -67.572     208.989       8.364
     16.000      -3.395       6.943      -0.470    -199.034     -99.438      25.022
     17.000       6.441       5.137      -0.006    -146.098     167.998       5.372
     18.000       8.824      -1.235       0.050      23.939     209.103      -0.048
     19.000      -2.819       7.772       0.000    -198.529     -77.315       0.760
     20.000      -6.418       3.751       0.915    -126.671    -186.187       1.381
     21.000      -5.579       5.174       0.099    -157.970    -163.629     -10.315
     22.000       8.049      -2.842       0.538      76.528     205.163      -7.913
     23.000       5.069       6.806       0.296    -158.603     144.223       2.949
     24.000       8.083      -0.760       0.104      39.268     222.122     -42.932
     25.000      -9.265      -0.817       0.057      29.022    -221.698       7.197
     26.000      -6.684       3.675       0.116    -105.015    -198.068      21.969
     27.000       1.418      -8.620       0.066     221.814      33.677     -12.553
     28.000       3.197       7.553       0.586    -199.214      86.324      -1.772
     29.000       8.415       1.411      -0.027     -39.808     212.568     -25.738
     30.000       5.850      -3.385       0.150     116.037     201.401       6.044
     31.000       4.591       7.043      -0.075    -171.720     131.230      -4.131
     32.000      -2.228      -8.503      -0.597     219.942     -40.453       6.195
     33.000       7.954      -2.056       1.049      67.766     211.447     -10.972
     34.000       0.684       7.802      -0.003    -224.384      16.248     -26.328
     35.000       5.058      -7.045       0.065     183.301     126.829      -4.193
     36.000      -7.501      -0.791       0.275      19.190    -221.824     -12.451
     37.000       8.378      -1.609      -0.064      44.407     217.443      -0.637
     38.000      -7.078       2.988      -0.120     -86.472    -207.550      -5.612
     39.000      -7.147       2.741       0.094     -84.195    -208.997      -0.287
     40.000      -6.319       4.200      -0.561    -118.014    -190.465      -4.962
     41.000       2.309      -8.400      -0.046     216.923      56.068     -12.129
     42.000      -4.955      -7.534      -0.551     190.113    -112.045     -10.405
     43.000      -3.838       6.779       0.427    -192.894    -111.773      -6.159
     44.000      -5.975       5.017      -0.262    -129.825    -177.905     -12.430
     45.000      -5.239      -5.279       0.229     158.553    -156.233      -7.061
     46.000       0.938      -7.002       0.374     222.851      33.752      15.863
     47.000       6.156      -1.219      -0.179      53.853     237.382     -27.831
     48.000      -4.089       6.724      -0.020    -189.318    -117.356      -4.676
     49.000       8.364       1.852      -0.151     -55.901     209.149       0.476
     50.000       6.147       5.381       0.464    -150.273     162.803      -5.081
     51.000      -6.741       3.630       0.331     -92.346    -203.827       2.135
     52.000      -5.896       4.967       0.283    -140.130    -173.627      -1.377
     53.000       7.930       2.513      -0.175     -59.546     212.863     -24.997
     54.000      -4.970       5.243      -0.285    -187.589    -147.486      16.767
     55.000       8.382       1.955       0.129     -64.677     203.136      24.605
