# Time in Gyr = 0.190
#        num          x          y           z          vx           vy           vz
      0.000       5.035      -6.232       0.000     175.281     140.481       0.000
      1.000       7.275      -2.428       0.059      63.217     204.651       1.452
      2.000       4.048      -6.974      -0.523     195.291     112.684       1.277
      3.000       6.886      -2.396       0.161      73.209     213.742       9.117
      4.000       3.424      -7.616       0.473     205.304      87.500       2.177
      5.000       6.947      -3.575       0.096      98.336     191.439      11.477
      6.000       4.883      -6.309      -0.007     178.585     139.282       3.433
      7.000       5.474      -5.371       0.072     159.299     165.322     -14.508
      8.000       4.813      -6.238      -0.080     179.527     142.253      10.724
      9.000       7.191      -2.717       0.229      73.776     197.898     -30.285
     10.000       6.494      -2.895       0.032      96.586     211.527     -27.703
     11.000      -1.801      -8.710       0.847     219.388     -35.041     -44.466
     12.000       5.382      -5.677       0.081     164.259     156.195     -13.424
     13.000       5.929      -4.602      -0.049     139.839     183.685      -7.114
     14.000       4.023      -7.130       0.368     196.582     108.658      -5.992
     15.000       4.036      -7.311      -0.177     197.106     102.376       7.393
     16.000       5.764      -5.046      -0.624     150.306     166.894      12.768
     17.000       4.738      -6.878       0.040     185.116     118.023      -4.999
     18.000       3.979      -7.673      -0.030     199.898      85.727       1.831
     19.000       5.260      -5.288       0.002     162.796     171.171       0.623
     20.000       6.509      -4.500       0.949     126.057     169.490      -6.328
     21.000       6.225      -4.765      -0.023     135.738     174.095     -11.525
     22.000       2.985      -7.810      -0.522     210.010      76.371      -9.387
     23.000       3.902      -6.524      -0.197     196.819     135.049      11.723
     24.000       2.531      -7.490       0.608     214.175      87.513      29.902
     25.000      -1.496      -9.054      -0.128     222.361     -42.998      -4.784
     26.000       6.187      -4.346       0.138     130.617     184.591     -21.668
     27.000       1.210      -8.643      -0.259     222.759      28.839      -2.234
     28.000       4.761      -6.185       0.553     180.425     139.758      -6.233
     29.000       3.907      -7.387      -0.529     198.915      96.194      -2.868
     30.000       7.013      -0.004       0.179      -6.407     223.917      -1.209
     31.000       4.081      -6.514      -0.025     193.360     135.299       5.881
     32.000       0.053      -8.692      -0.310     225.470      17.988     -23.068
     33.000       2.622      -7.598       0.543     211.980      80.332      42.156
     34.000       5.462      -5.776       0.422     164.214     148.872     -12.829
     35.000       2.014      -8.377       0.098     218.791      49.652      -2.091
     36.000       6.689      -3.594      -0.008     104.780     194.700     -20.466
     37.000       3.213      -7.794       0.042     208.265      84.039      -2.616
     38.000       6.363      -4.255      -0.063     125.191     187.728      -8.377
     39.000       6.506      -4.222       0.049     121.332     186.308       4.573
     40.000       6.086      -4.290       0.375     133.193     185.341     -22.638
     41.000       1.484      -8.561      -0.246     221.761      35.468      -0.662
     42.000      -0.373      -8.848      -0.235     224.562      -0.913     -24.531
     43.000       5.883      -4.961      -0.261     146.440     171.541      19.233
     44.000       5.807      -4.380      -0.060     139.799     189.781      20.241
     45.000       6.985      -2.554       0.155      74.784     209.616      12.336
     46.000       7.036      -1.196       0.185      34.910     220.319      25.513
     47.000       7.204      -0.041       0.325     -16.826     212.121      19.106
     48.000       5.823      -5.060      -0.023     148.284     172.061      -4.739
     49.000       4.269      -7.339       0.096     194.470      99.774      -5.941
     50.000       4.619      -6.761       0.463     185.996     119.555      -5.652
     51.000       5.973      -4.110       0.019     132.039     195.151     -19.936
     52.000       5.996      -4.555       0.021     137.388     182.337     -16.450
     53.000       3.642      -7.199      -0.522     201.889     105.540      -1.159
     54.000       6.659      -5.102       0.275     132.926     155.906     -17.283
     55.000       4.550      -7.249       0.541     190.252      99.043       1.085
     56.000       1.790      -8.080       0.479     219.874      59.088      27.162
     57.000       6.464      -4.788      -0.021     131.100     170.756      -2.069
     58.000       5.965      -5.254       0.216     148.436     162.276     -17.393
     59.000       3.033      -8.009      -0.140     210.755      70.198       3.889
     60.000       3.661      -7.302      -0.428     201.987     102.789       2.721
     61.000       2.315      -8.188      -0.439     216.475      59.200      -7.870
     62.000       6.992      -2.419      -0.157      70.905     210.650     -14.940
     63.000       6.504      -4.717      -0.014     129.071     172.207      -1.616
     64.000       1.840      -8.359      -0.094     217.642      34.341     -53.436
     65.000       4.333      -7.174      -0.688     191.903     101.469     -11.645
     66.000       4.713      -6.918      -0.302     185.944     114.864       8.532
     67.000       3.521      -7.694      -0.489     204.415      82.467      -3.873
     68.000       6.376      -3.460       0.103     110.766     205.559       9.498
     69.000       4.739      -6.714       0.851     182.361     115.510      21.633
     70.000       7.198      -2.460       0.067      65.745     203.252      24.003
     71.000       7.248      -2.927      -0.036      76.120     197.426      -1.267
     72.000       6.344      -3.444      -0.293     112.770     201.729      28.217
     73.000       4.387      -6.832       0.826     187.819     112.378      26.655
     74.000       0.725      -8.819      -0.280     224.416       8.398      -7.162
     75.000       2.989      -7.430       0.612     209.601      93.221      14.921
     76.000      -0.592      -8.916      -0.260     224.331      -9.379     -12.700
     77.000       2.096      -8.033       0.211     218.669      70.378      -3.832
     78.000       5.268      -5.895       0.730     168.507     143.124      -1.307
     79.000       4.453      -6.459       0.735     186.698     129.773       6.614
     80.000       6.420      -5.265      -0.022     139.618     157.630      -4.590
     81.000       6.525      -3.315      -0.011     103.544     205.861      -0.283
     82.000       2.878      -7.399      -0.291     211.831      98.587       6.121
     83.000       7.206      -2.969      -0.112      78.250     196.882     -16.798
     84.000       5.049      -5.676       0.009     170.672     160.350       5.894
     85.000       6.017      -4.420       0.600     136.698     181.113     -18.047
     86.000       6.600      -3.053       0.406      98.961     203.588     -29.749
     87.000       5.224      -5.711      -0.021     167.304     156.610      10.252
     88.000       6.386      -4.675      -0.022     131.004     175.567      -2.252
     89.000       6.128      -4.606       0.686     136.713     173.920     -14.206
     90.000       7.005      -4.272       0.080     111.332     174.173     -18.872
     91.000       1.839      -8.318       0.448     219.102      47.280      26.210
     92.000       3.197      -7.405       0.487     207.665      96.099       1.384
     93.000       3.549      -7.706       0.605     203.858      79.253      15.771
     94.000       3.540      -7.380      -0.636     203.115      96.878     -12.930
     95.000       6.653      -4.375       0.028     120.162     178.290      14.177
     96.000       1.441      -8.628      -0.045     221.983      32.415       0.727
     97.000       5.940      -5.829       0.084     156.007     145.274     -12.353
     98.000       4.998      -6.793      -0.036     180.671     120.946       5.126
     99.000       3.133      -7.681      -0.460     205.546      73.686     -53.996
