# Time in Gyr = 0.990
#        num          x          y           z          vx           vy           vz
      0.000      -7.534       2.707       0.000     -75.838    -211.769       0.000
      1.000       6.723      -1.437       0.028      48.451     233.949      -3.634
      2.000      -4.693       6.712       0.343    -179.078    -131.364      19.481
      3.000       6.915      -2.331       0.092      72.758     213.790      12.359
      4.000       0.491       8.354       0.068    -222.562       8.715     -23.587
      5.000       2.444      -7.067      -0.222     208.098      86.440       0.262
      6.000      -7.699       2.315       0.060     -61.486    -216.123      -0.349
      7.000      -7.008      -3.148      -0.186      97.544    -207.379     -10.395
      8.000      -7.681       2.419       0.007     -59.995    -216.105      11.504
      9.000       5.914      -3.580      -0.382     113.358     205.882     -25.691
     10.000       5.094      -5.573      -0.455     167.908     140.941       6.358
     11.000       1.386      -8.522       1.372     225.300      39.455      -1.161
     12.000      -7.602      -1.885      -0.129      56.649    -219.186     -12.102
     13.000      -3.185      -6.798       0.115     207.749    -100.384       3.029
     14.000      -3.462       7.489      -0.363    -201.277     -96.096       7.027
     15.000      -3.011       7.593      -0.169    -210.342     -85.487      -8.022
     16.000      -5.960      -4.844       0.459     137.871    -176.423     -25.356
     17.000      -5.968       5.300      -0.024    -156.419    -168.198      -5.291
     18.000       1.001       7.975      -0.046    -232.939      17.377       0.309
     19.000      -6.524      -3.649      -0.005     122.020    -201.694      -0.731
     20.000      -3.272      -7.190      -0.930     195.940     -79.855      -9.567
     21.000      -4.183      -6.638      -0.033     186.884    -117.077      11.523
     22.000       2.958       7.928      -0.564    -208.580      72.698      -0.232
     23.000      -6.197       5.798      -0.278    -130.210    -170.332      -5.116
     24.000       1.287       8.783      -0.598    -203.462      29.993      30.697
     25.000       0.417      -9.222      -0.021     225.199       2.221      -7.741
     26.000      -2.016      -7.319      -0.203     216.643     -61.655     -19.792
     27.000       8.910       1.066      -0.123     -23.508     217.137      11.200
     28.000      -7.532       2.420      -0.570     -62.181    -216.446      -1.698
     29.000      -1.843       7.910      -0.080    -220.501     -54.695      26.421
     30.000       0.570       7.062      -0.168    -220.725      21.193       4.078
     31.000      -6.665       5.030       0.073    -116.743    -183.742       4.038
     32.000       8.431      -1.449       0.595      51.314     223.685       2.828
     33.000       2.483       8.264      -1.077    -203.446      56.391     -13.121
     34.000      -7.866      -0.713       0.024      15.757    -222.527      26.152
     35.000       7.269       4.975      -0.070    -124.819     180.474       4.027
     36.000       2.349      -7.100      -0.199     211.830      74.477      16.822
     37.000       1.546       8.399       0.064    -218.460      37.747       0.499
     38.000      -1.282      -7.551       0.150     222.242     -38.302       1.866
     39.000      -1.169      -7.640      -0.080     220.946     -31.166       2.926
     40.000      -2.235      -7.171       0.566     214.297     -72.779       0.449
     41.000       8.710       2.043      -0.003     -48.565     212.672      12.100
     42.000       7.327      -4.855       0.390     128.707     185.971      20.317
     43.000      -5.761      -5.104      -0.401     148.355    -170.018       9.427
     44.000      -2.610      -6.835       0.321     215.932     -91.329       6.324
     45.000       6.443      -3.330      -0.132     103.846     203.305      13.394
     46.000       6.029       3.645      -0.460    -114.655     194.732      -2.763
     47.000      -1.651       7.173       0.417    -202.629     -44.655      13.364
     48.000      -5.706      -5.192       0.051     153.315    -167.658       3.804
     49.000      -2.604       7.507       0.140    -219.882     -77.694      -1.856
     50.000      -6.099       5.135      -0.457    -148.635    -171.569       4.620
     51.000      -1.037      -7.302      -0.309     227.734     -44.623       5.617
     52.000      -3.343      -6.758      -0.253     203.395    -103.383       6.583
     53.000      -2.648       8.043       0.035    -204.433     -72.961      26.100
     54.000      -5.566      -6.349       0.316     152.018    -134.984     -15.597
     55.000      -2.931       7.134      -0.092    -219.957     -88.768     -27.267
     56.000       6.029       6.461      -0.676    -148.893     152.599      17.160
     57.000      -3.844      -7.064       0.043     190.553     -99.986      -0.482
     58.000      -6.341      -4.815       0.240     129.878    -177.181     -16.396
     59.000       4.288       7.373       0.038    -197.185     104.355      -8.055
     60.000      -2.300       8.136       0.378    -209.534     -63.828      11.042
     61.000       6.236       6.140      -0.475    -154.031     154.587      -0.282
     62.000       6.745      -2.491       0.236      78.770     214.730     -10.666
     63.000      -3.559      -7.189       0.030     194.920     -91.756      -0.603
     64.000       8.916       1.322      -1.286     -36.767     205.662       5.571
     65.000      -2.197       7.498      -0.684    -222.609     -67.244      -5.608
     66.000      -5.477       5.752       0.007    -170.333    -154.950     -18.744
     67.000       1.319       8.110      -0.243    -225.006      28.970      21.190
     68.000       2.500      -7.061      -0.164     216.880      64.983       5.070
     69.000      -5.811       5.157       0.671    -156.561    -165.993      31.847
     70.000       6.630      -1.823      -0.182      59.984     228.543     -22.860
     71.000       5.840      -3.760      -0.035     119.044     206.597       1.019
     72.000       2.795      -7.020      -0.265     209.280      71.163      28.442
     73.000      -4.734       6.285       0.172    -180.899    -134.985      47.882
     74.000       8.688      -3.316      -0.262      80.233     197.841      -8.725
     75.000      -0.227       8.656       0.642    -211.835     -10.002      14.666
     76.000       6.139      -6.436       0.256     165.344     153.549     -13.040
     77.000       4.468       7.651      -0.198    -179.252     119.082       5.391
     78.000      -7.833       0.309      -0.415     -12.594    -222.585     -29.698
     79.000      -6.344       4.895       0.563    -131.350    -179.795     -24.587
     80.000      -6.080      -5.695       0.052     139.431    -156.797       3.765
     81.000       3.325      -6.681      -0.014     205.272      94.863      -0.217
     82.000      -1.210       8.833       0.241    -205.494     -28.965     -10.948
     83.000       4.949      -5.046       0.269     156.261     174.244       8.311
     84.000      -7.718      -0.623       0.069      31.112    -227.875      -4.149
     85.000      -3.227      -6.832      -0.057     200.342    -100.680      37.776
     86.000       3.889      -6.383       0.637     190.456     110.721     -14.020
     87.000      -7.619      -1.606       0.180      52.262    -221.777      -0.110
     88.000      -3.372      -7.154       0.041     199.400     -91.014      -0.799
     89.000      -3.891      -6.682      -0.443     187.941    -113.178      30.339
     90.000      -1.421      -7.881      -0.367     211.544     -20.511      -1.926
     91.000       7.880       4.030      -0.747     -97.423     192.535       4.029
     92.000      -0.769       8.574      -0.013    -213.139     -21.724     -24.231
     93.000       1.938       7.897       0.420    -224.245      41.708      24.804
     94.000      -0.842       8.345      -0.659    -217.850     -27.787     -10.956
     95.000      -1.830      -7.673       0.049     212.899     -42.378     -14.087
