# Time in Gyr = 0.970
#        num          x          y           z          vx           vy           vz
      0.000      -4.880       6.361       0.000    -177.664    -137.417       0.000
      1.000       4.390      -5.517       0.058     173.221     156.441       1.025
      2.000      -0.471       8.259      -0.165    -219.322     -14.902      24.978
      3.000       4.148      -5.985      -0.165     186.367     128.383       8.891
      4.000       4.741       6.996       0.436    -184.664     120.592      -9.895
      5.000      -1.957      -7.472      -0.087     212.973     -46.178     -11.920
      6.000      -5.343       6.098       0.031    -165.587    -149.102       2.904
      7.000      -7.685       1.356       0.095     -32.097    -223.396     -13.973
      8.000      -5.343       6.215      -0.185    -163.166    -148.020       5.512
      9.000       2.567      -6.717       0.277     205.319      95.176     -30.682
     10.000       1.017      -7.270      -0.311     224.592      20.667     -19.801
     11.000      -3.247      -8.228       0.971     213.565     -66.919      38.142
     12.000      -7.442       2.627       0.143     -71.560    -212.977     -11.616
     13.000      -6.606      -3.594      -0.012     113.502    -200.433       7.624
     14.000       0.871       8.267      -0.318    -220.458      20.083     -11.162
     15.000       1.546       8.096       0.058    -221.923      37.462     -11.810
     16.000      -7.608      -0.612       0.660      18.304    -224.537       7.035
     17.000      -1.957       7.700       0.076    -223.100     -58.707      -3.322
     18.000       5.374       6.400      -0.024    -183.306     130.583      -2.174
     19.000      -7.690       0.833       0.010      -8.468    -228.086      -0.514
     20.000      -6.552      -4.550      -0.376     117.633    -173.206     -41.737
     21.000      -7.073      -3.317      -0.198      90.803    -202.024       2.955
     22.000       6.655       5.381      -0.324    -140.210     167.436     -21.465
     23.000      -2.848       8.324      -0.062    -192.047     -74.421     -14.364
     24.000       5.115       7.108      -0.954    -163.029     130.322       2.434
     25.000      -4.111      -8.143       0.124     202.351    -104.607      -5.086
     26.000      -5.776      -4.875       0.236     145.033    -173.626     -18.498
     27.000       8.280      -3.266      -0.264      84.840     203.209       1.713
     28.000      -5.154       6.223      -0.273    -164.517    -146.898     -25.314
     29.000       2.723       7.764      -0.484    -213.942      67.556      10.186
     30.000       4.650       5.192      -0.104    -163.041     155.800      -9.588
     31.000      -3.489       7.874      -0.032    -189.291     -92.101       5.342
     32.000       6.255      -5.630       0.301     156.274     172.750      24.272
     33.000       6.136       6.110      -0.481    -146.606     150.838     -42.703
     34.000      -6.891       3.670      -0.416    -109.331    -197.437      13.086
     35.000       8.771       0.759      -0.105     -17.409     218.867      -0.929
     36.000      -2.126      -7.250      -0.349     214.140     -59.465      -3.338
     37.000       5.580       6.512       0.023    -168.202     143.011       3.172
     38.000      -5.325      -5.500       0.024     162.199    -156.848       8.966
     39.000      -5.263      -5.699      -0.075     163.289    -150.859      -3.378
     40.000      -5.970      -4.463       0.248     136.421    -182.660      28.011
     41.000       8.584      -2.311      -0.208      60.966     210.931       6.653
     42.000       3.841      -7.865      -0.134     203.654     100.431      26.739
     43.000      -7.642      -0.934      -0.342      29.166    -223.685     -14.727
     44.000      -6.250      -3.739       0.006     125.059    -199.448      20.574
     45.000       3.174      -6.581      -0.249     202.372     102.027      -3.344
     46.000       6.971      -0.815      -0.114      26.858     225.240     -27.436
     47.000       2.502       6.674      -0.054    -193.422      94.418      27.893
     48.000      -7.681      -1.032      -0.043      32.788    -223.770       4.144
     49.000       2.040       7.810       0.089    -224.717      47.958       6.308
     50.000      -2.216       7.656      -0.308    -217.312     -65.784     -18.004
     51.000      -5.173      -5.076      -0.203     165.365    -168.145     -15.127
     52.000      -6.603      -3.635      -0.208     112.042    -198.805     -10.722
     53.000       1.743       8.331      -0.430    -211.119      45.143      15.388
     54.000      -7.729      -2.854       0.445      55.234    -201.707       3.859
     55.000       1.786       7.625       0.404    -230.369      40.691     -16.550
     56.000       8.184       2.638      -0.750     -55.582     212.034     -10.515
     57.000      -6.890      -4.081       0.026     104.502    -189.249       2.007
     58.000      -7.833      -0.608       0.387      11.388    -222.388       3.295
     59.000       7.512       4.383       0.154    -116.360     185.204      -2.541
     60.000       2.133       8.235       0.010    -210.728      54.504      21.874
     61.000       8.448       2.301      -0.280     -56.207     210.759     -17.669
     62.000       3.918      -6.092       0.245     188.617     126.481       9.834
     63.000      -6.725      -4.346       0.022     112.374    -184.312       1.275
     64.000       8.605      -2.927      -1.022      66.246     196.210     -29.981
     65.000       2.458       7.592      -0.267    -220.526      58.040     -32.273
     66.000      -1.291       7.810       0.309    -227.385     -40.711      -7.792
     67.000       5.511       6.349      -0.493    -174.246     137.307       1.751
     68.000      -2.081      -7.000      -0.135     220.544     -72.113      -7.791
     69.000      -1.850       7.481      -0.200    -223.161     -55.340      46.139
     70.000       4.102      -5.723       0.296     180.089     144.736     -17.565
     71.000       2.368      -6.900      -0.023     207.985      92.547      -2.034
     72.000      -1.735      -7.115      -0.582     219.054     -63.018      -0.225
     73.000      -0.481       7.858      -0.719    -225.025     -16.208      32.131
     74.000       6.096      -6.823      -0.003     168.317     137.203     -14.879
     75.000       3.923       7.725       0.135    -186.864     100.047      32.306
     76.000       2.213      -8.607       0.381     218.117      58.544       1.331
     77.000       7.381       4.336      -0.201     -99.005     199.727      -5.203
     78.000      -6.325       4.494       0.294    -133.624    -181.304     -33.480
     79.000      -2.856       7.634       0.753    -202.384     -83.563       6.693
     80.000      -7.876      -1.849      -0.038      32.333    -214.289       4.218
     81.000      -1.198      -7.251      -0.001     225.817     -41.356      -0.897
     82.000       2.964       8.288       0.332    -194.062      81.586       2.598
     83.000       1.039      -7.351      -0.044     217.675      48.763      18.565
     84.000      -7.038       3.866       0.093     -94.326    -200.840       2.000
     85.000      -6.482      -3.690      -0.638     110.177    -198.554      14.380
     86.000      -0.479      -7.370       0.548     222.179     -18.194      22.260
     87.000      -7.370       2.907       0.075     -75.404    -210.913       9.308
     88.000      -6.674      -4.226       0.029     114.379    -187.298       1.905
     89.000      -6.885      -3.345      -0.745      93.844    -200.783      -3.135
     90.000      -5.296      -6.280      -0.150     159.089    -131.657     -17.560
     91.000       8.808      -0.236      -0.566       8.795     216.578     -21.089
     92.000       3.432       7.862       0.404    -194.964      90.734     -14.110
     93.000       5.995       5.916      -0.208    -164.374     146.665      31.055
     94.000       3.533       7.717      -0.194    -198.491      87.597     -31.598
     95.000      -5.662      -5.594       0.250     150.099    -153.929      -3.561
     96.000       8.478      -2.898       0.038      74.334     205.851       1.444
     97.000      -7.296       2.714       0.142     -95.586    -207.224     -10.980
     98.000      -2.189       7.540      -0.075    -223.695     -66.285       3.765
     99.000       7.224       4.433      -1.047    -117.773     178.129      34.515
