# Time in Gyr = 0.490
#        num          x          y           z          vx           vy           vz
      0.000       2.348       7.650       0.000    -215.152      65.771       0.000
      1.000      -7.283       2.283       0.063     -56.416    -207.858      -0.561
      2.000       4.819       6.576       0.405    -182.759     127.863      16.332
      3.000      -6.882       2.395       0.137     -73.333    -213.814      10.514
      4.000       6.746       4.812      -0.216    -132.925     181.415     -20.893
      5.000      -5.855       5.168      -0.060    -144.317    -159.837      12.428
      6.000       2.327       7.711      -0.060    -215.767      61.578      -0.670
      7.000      -0.320       7.776       0.201    -225.763     -16.757       9.205
      8.000       2.460       7.695      -0.106    -215.221      60.518      -9.706
      9.000      -6.911       3.317       0.452     -86.626    -193.303      21.704
     10.000      -5.858       3.999       0.445    -132.531    -191.785       4.693
     11.000       6.892      -6.612       1.477     149.106     143.374       5.151
     12.000       0.296       7.864       0.174    -225.234       4.930      10.082
     13.000      -2.739       7.052       0.066    -211.178     -88.613      -6.619
     14.000       5.330       6.244      -0.387    -172.079     143.453      -1.142
     15.000       5.450       6.081       0.137    -168.171     152.605      -9.622
     16.000      -1.343       7.518       0.668    -221.792     -39.349      -4.619
     17.000       3.686       7.120       0.059    -199.743     111.297       4.500
     18.000       6.412       4.669       0.010    -136.138     193.253      -2.550
     19.000      -0.310       7.713      -0.010    -227.303     -25.105       0.391
     20.000      -3.608       6.932      -0.900    -194.310     -89.569     -15.301
     21.000      -2.866       7.236       0.186    -208.432     -77.465      -4.483
     22.000       7.436       3.805      -0.141    -104.645     197.691      26.359
     23.000       4.508       7.116       0.143    -193.405      96.408     -13.507
     24.000       7.561       4.285       0.937    -114.296     176.657      -7.951
     25.000       5.634      -7.910      -0.150     170.712     129.102       3.510
     26.000      -3.578       6.664       0.283    -198.388    -108.455      16.226
     27.000       8.839      -0.989       0.061      19.916     219.551      12.427
     28.000       2.477       7.557      -0.548    -215.285      62.127      -8.051
     29.000       5.843       5.609       0.228    -157.473     164.621      23.782
     30.000      -5.915      -3.463       0.041     121.679    -194.274     -11.660
     31.000       4.069       7.257      -0.080    -198.752      90.796      -3.653
     32.000       9.225      -1.920      -0.626      47.516     202.632      -5.581
     33.000       7.633       3.701       1.014    -104.284     188.036      17.767
     34.000       0.710       7.806      -0.421    -223.438      24.919      12.719
     35.000       8.561       1.421      -0.106     -40.269     219.168       0.909
