# Time in Gyr = 0.530
#        num          x          y           z          vx           vy           vz
      0.000      -6.001       5.324       0.000    -149.724    -167.155       0.000
      1.000      -4.184      -5.652      -0.054     196.075    -127.715      -1.666
      2.000      -3.831       7.115       0.134    -198.686    -105.508     -25.910
      3.000      -4.259      -5.907      -0.015     183.156    -132.709     -13.566
      4.000      -1.155       8.244      -0.312    -222.344     -26.466      17.363
      5.000      -6.872      -3.065       0.198     103.154    -198.703      -6.081
      6.000      -6.019       5.234       0.031    -148.888    -170.776       2.972
      7.000      -7.319       2.333      -0.020     -72.738    -217.427     -15.003
      8.000      -5.939       5.158      -0.069    -150.197    -173.485      10.960
      9.000      -5.240      -4.854       0.099     166.030    -156.015     -34.470
     10.000      -5.780      -4.712      -0.273     132.184    -178.317     -21.532
     11.000       9.579       0.970       0.380     -28.085     203.231     -51.582
     12.000      -7.088       3.330       0.032     -97.843    -204.166     -14.133
     13.000      -7.550      -0.345      -0.119       4.461    -229.202       2.616
     14.000      -3.332       7.485       0.173    -205.524     -90.265      17.890
     15.000      -3.147       7.717      -0.229    -208.101     -78.915      -0.730
     16.000      -7.589       1.524      -0.432     -45.578    -217.513     -26.810
     17.000      -4.946       6.758       0.027    -180.800    -123.477      -5.186
     18.000      -1.759       8.302      -0.043    -219.806     -28.442       1.093
     19.000      -7.225       1.856       0.011     -65.185    -227.008       0.018
     20.000      -7.906       0.035      -0.020       8.899    -211.273      46.630
     21.000      -7.806       0.413      -0.184      -8.338    -221.187      -4.822
     22.000       0.076       8.317       0.552    -224.590       5.161      -2.731
     23.000      -4.236       6.242      -0.273    -192.123    -144.406       2.499
     24.000      -0.039       8.019      -0.368    -227.554     -18.588     -38.579
     25.000       9.334      -0.193       0.111      -5.334     222.699       5.537
     26.000      -7.556      -0.959       0.056      25.274    -223.120     -22.850
     27.000       5.197       7.009       0.210    -181.608     132.255      -7.640
     28.000      -5.915       5.125       0.118    -150.027    -171.097      29.413
     29.000      -2.589       7.922       0.345    -213.273     -60.045     -19.159
     30.000       2.292      -6.405      -0.102     219.212      72.730       9.653
     31.000      -4.679       6.031       0.003    -182.364    -152.125       6.081
     32.000       7.043       6.003      -0.098    -147.646     152.520      26.444
     33.000       0.204       8.096       0.226    -224.974      -0.345     -49.333
     34.000      -6.970       3.918       0.441    -109.376    -191.283      11.501
     35.000       3.007       8.043       0.065    -210.907      78.888       4.343
     36.000      -6.824      -3.087      -0.281      97.099    -202.079     -12.097
     37.000      -0.613       8.396       0.063    -224.376     -15.702      -0.944
     38.000      -7.541      -1.374      -0.142      39.557    -221.877       3.611
     39.000      -7.568      -1.443       0.063      45.053    -219.190      -3.983
     40.000      -7.501      -0.928       0.534      20.359    -224.061      -9.634
     41.000       4.710       7.278       0.153    -189.643     121.208      -9.639
     42.000       8.009       4.592      -0.325    -113.557     183.056      22.169
     43.000      -7.651       1.122      -0.363     -35.775    -221.675      13.226
     44.000      -7.380      -0.928       0.124      15.950    -230.327      18.842
     45.000      -4.877      -5.413       0.128     170.880    -149.650     -13.524
