# Time in Gyr = 0.440
#        num          x          y           z          vx           vy           vz
      0.000       7.969      -1.111       0.000      29.980     221.722       0.000
      1.000       1.341       7.175      -0.060    -218.058      58.157       0.759
      2.000       7.553      -3.418      -0.534      90.391     199.820      -0.969
      3.000       2.300       6.946      -0.146    -213.739      70.550     -10.017
      4.000       6.334      -5.643       0.441     143.112     166.704       8.796
      5.000       4.345       5.840       0.019    -178.704     146.908     -13.461
      6.000       8.103      -0.921       0.061      25.639     220.088      -0.348
      7.000       7.900       1.600      -0.255     -43.865     214.023      -4.392
      8.000       8.233      -0.780       0.176      22.770     217.091       6.178
      9.000       2.430       6.742      -0.562    -207.704      91.742     -11.493
     10.000       4.384       6.066      -0.470    -185.149     120.991       1.078
     11.000      -3.221      -8.297      -0.551     200.947     -95.261      50.546
     12.000       7.968       0.815      -0.229     -23.158     220.123      -6.092
     13.000       7.010       3.651      -0.046    -103.422     193.219       6.987
     14.000       7.328      -3.981       0.340     104.778     194.026      -9.584
     15.000       7.043      -4.449      -0.050     114.258     191.116      11.817
     16.000       7.502       2.033      -0.541     -59.401     213.212      20.848
     17.000       7.504      -3.009      -0.075      76.172     213.631      -3.481
     18.000       5.739      -6.246       0.002     150.747     162.621       2.498
     19.000       8.057       1.948       0.008     -49.806     206.514      -0.541
     20.000       6.183       3.606       0.872    -113.276     204.047      -9.627
     21.000       6.799       3.302      -0.164     -98.917     206.461       6.579
     22.000       5.532      -6.542      -0.274     164.434     143.306     -23.005
     23.000       8.511      -1.890       0.064      58.047     199.901      14.574
     24.000       6.712      -5.485      -0.315     145.930     152.709      38.017
     25.000      -4.616      -8.487       0.024     185.170    -109.650      -7.353
     26.000       6.478       4.129      -0.368    -121.809     186.338      -9.793
     27.000       2.005      -8.758      -0.226     213.054      47.219      -6.697
     28.000       8.154      -0.975       0.554      26.717     215.238      -9.236
     29.000       6.704      -4.982      -0.470     124.636     182.628     -11.387
     30.000      -3.286       6.292      -0.069    -196.882    -100.955      10.746
     31.000       8.402      -1.652       0.107      51.197     205.542       1.134
     32.000       1.372      -8.607       0.435     224.847      18.484     -18.020
